Date,equity
2024-05-21,94988.35716020664
2024-05-22,94988.35716020664
2024-05-23,94988.35716020664
2024-05-24,94988.35716020664
2024-05-27,94988.35716020664
2024-05-28,94988.35716020664
2024-05-29,94988.35716020664
2024-05-30,94988.35716020664
2024-05-31,94988.35716020664
2024-06-03,89932.39251017275
2024-06-04,90423.40915094341
2024-06-05,90368.22154834542
2024-06-06,90567.44197272023
2024-06-07,88721.2705520564
2024-06-10,88307.78441693366
2024-06-11,88052.8523372832
2024-06-12,90141.32808761908
2024-06-13,90780.97410027005
2024-06-14,90515.82434887355
2024-06-17,90515.82434887355
2024-06-18,90515.82434887355
2024-06-19,90515.82434887355
2024-06-20,90515.82434887355
2024-06-21,90515.82434887355
2024-06-24,90515.82434887355
2024-06-25,91920.27068313846
2024-06-26,93171.19344883761
2024-06-27,93425.45196651804
2024-06-28,93872.03504527772
2024-07-01,93466.23954556561
2024-07-02,93150.29513068529
2024-07-03,93303.20500906212
2024-07-04,96104.36582765092
2024-07-05,97200.37577827316
2024-07-08,97146.51037874579
2024-07-09,96107.27313470552
2024-07-10,94975.09263446923
2024-07-11,97994.50603537574
2024-07-12,99018.57257589909
2024-07-15,99206.65644381256
2024-07-16,98595.87917586745
2024-07-17,96524.27473732951
2024-07-18,96454.99354475221
2024-07-19,98152.19719550018
2024-07-22,97459.31757932807
2024-07-23,97085.00952355855
2024-07-24,96723.87519569622
2024-07-25,96986.78495739013
2024-07-26,94035.03415147541
2024-07-29,93658.94416703579
2024-07-30,92155.49064655374
2024-07-31,93796.64879029503
2024-08-01,92444.03011193464
2024-08-02,93536.74317118176
2024-08-05,93263.54447019754
2024-08-06,93263.54447019754
2024-08-07,93263.54447019754
2024-08-08,93263.54447019754
2024-08-09,93263.54447019754
2024-08-12,93263.54447019754
2024-08-13,93263.54447019754
2024-08-14,93263.54447019754
2024-08-15,93263.54447019754
2024-08-16,93263.54447019754
2024-08-19,93263.54447019754
2024-08-20,93263.54447019754
2024-08-21,93263.54447019754
2024-08-22,93263.54447019754
2024-08-23,93263.54447019754
2024-08-26,93263.54447019754
2024-08-27,93263.54447019754
2024-08-28,95813.86564748189
2024-08-29,95534.01601039045
2024-08-30,95534.01601039045
2024-09-02,98942.39685227646
2024-09-03,98621.18087317885
2024-09-04,97540.02529933337
2024-09-05,95026.84481497617
2024-09-06,95159.52726314568
2024-09-09,97955.85547758336
2024-09-10,99843.38254502187
2024-09-11,98070.16223130636
2024-09-12,96494.02679766448
2024-09-13,95603.10259638431
2024-09-16,96203.0240713202
2024-09-17,95874.62337011233
2024-09-18,96330.98155981109
2024-09-19,96943.85752506685
2024-09-20,96436.50244830966
2024-09-23,96417.39794204757
2024-09-24,96861.58027569106
2024-09-25,96759.78990187227
2024-09-26,97764.987522503
2024-09-27,101383.6011260533
2024-09-30,102611.44704978736
2024-10-01,102782.89867502531
2024-10-02,99468.40321050347
2024-10-03,100277.91273978382
2024-10-04,96535.43122761103
2024-10-07,93943.24100267317
2024-10-08,95561.45842036126
2024-10-09,96931.40739272005
2024-10-10,96705.03155900337
2024-10-11,93541.54240046695
2024-10-14,92919.80402566175
2024-10-15,92648.4072579866
2024-10-16,92648.4072579866
2024-10-17,92648.4072579866
2024-10-18,92648.4072579866
2024-10-21,92648.4072579866
2024-10-22,92648.4072579866
2024-10-23,92648.4072579866
2024-10-24,92648.4072579866
2024-10-25,92648.4072579866
2024-10-28,92648.4072579866
2024-10-29,92648.4072579866
2024-10-30,92648.4072579866
2024-10-31,92648.4072579866
2024-11-01,92648.4072579866
2024-11-04,92648.4072579866
2024-11-05,92648.4072579866
2024-11-06,92648.4072579866
2024-11-07,92648.4072579866
2024-11-08,92648.4072579866
2024-11-11,92648.4072579866
2024-11-12,92648.4072579866
2024-11-13,92648.4072579866
2024-11-14,92648.4072579866
2024-11-15,92648.4072579866
2024-11-18,92648.4072579866
2024-11-19,92648.4072579866
2024-11-20,92648.4072579866
2024-11-21,92648.4072579866
2024-11-22,92648.4072579866
2024-11-25,92648.4072579866
2024-11-26,92648.4072579866
2024-11-27,92648.4072579866
2024-11-28,92648.4072579866
2024-11-29,92648.4072579866
2024-12-02,92648.4072579866
2024-12-03,92648.4072579866
2024-12-04,92648.4072579866
2024-12-05,92648.4072579866
2024-12-06,92648.4072579866
2024-12-09,92648.4072579866
2024-12-10,92648.4072579866
2024-12-11,92648.4072579866
2024-12-12,92648.4072579866
2024-12-13,92648.4072579866
2024-12-16,92648.4072579866
2024-12-17,92648.4072579866
2024-12-18,91264.19079553442
2024-12-19,91608.6609554357
2024-12-20,88680.8467120874
2024-12-23,88071.52565616163
2024-12-24,89810.02133819227
2024-12-25,87673.48602375928
2024-12-26,89555.16122661988
2024-12-27,90195.54916366088
2024-12-30,88414.781874244
2024-12-31,87602.88421331352
2025-01-01,86870.99169772377
2025-01-02,86837.97413669873
2025-01-03,85982.14144182626
2025-01-06,84647.30345431686
2025-01-07,84194.71930713241
2025-01-08,83948.80644802906
2025-01-09,83948.80644802906
2025-01-10,83948.80644802906
2025-01-13,83948.80644802906
2025-01-14,83948.80644802906
2025-01-15,83948.80644802906
2025-01-16,83948.80644802906
2025-01-17,83948.80644802906
2025-01-20,83948.80644802906
2025-01-21,83948.80644802906
2025-01-22,83948.80644802906
2025-01-23,83948.80644802906
2025-01-24,83948.80644802906
2025-01-27,83948.80644802906
2025-01-28,83948.80644802906
2025-01-29,83948.80644802906
2025-01-30,83948.80644802906
2025-01-31,83948.80644802906
2025-02-03,83948.80644802906
2025-02-04,83948.80644802906
2025-02-05,83948.80644802906
2025-02-06,83948.80644802906
2025-02-07,83948.80644802906
2025-02-10,83948.80644802906
2025-02-11,83948.80644802906
2025-02-12,83948.80644802906
2025-02-13,83948.80644802906
2025-02-14,83948.80644802906
2025-02-17,83948.80644802906
2025-02-18,83948.80644802906
2025-02-19,83948.80644802906
2025-02-20,83948.80644802906
2025-02-21,83948.80644802906
2025-02-24,83948.80644802906
2025-02-25,83948.80644802906
2025-02-26,83948.80644802906
2025-02-27,83948.80644802906
2025-02-28,83948.80644802906
2025-03-03,83948.80644802906
2025-03-04,83948.80644802906
2025-03-05,83948.80644802906
2025-03-06,83948.80644802906
2025-03-07,83948.80644802906
2025-03-10,83948.80644802906
2025-03-11,83948.80644802906
2025-03-12,83948.80644802906
2025-03-13,83948.80644802906
2025-03-14,83948.80644802906
2025-03-17,83948.80644802906
2025-03-18,83948.80644802906
2025-03-19,83948.80644802906
2025-03-20,83948.80644802906
2025-03-21,83948.80644802906
2025-03-24,83948.80644802906
2025-03-25,83948.80644802906
2025-03-26,83948.80644802906
2025-03-27,83948.80644802906
2025-03-28,83948.80644802906
2025-03-31,83948.80644802906
2025-04-01,83948.80644802906
2025-04-02,83948.80644802906
2025-04-03,83948.80644802906
2025-04-04,83948.80644802906
2025-04-07,83948.80644802906
2025-04-08,83948.80644802906
2025-04-09,83948.80644802906
2025-04-10,83948.80644802906
2025-04-11,83948.80644802906
2025-04-14,83948.80644802906
2025-04-15,83948.80644802906
2025-04-16,83948.80644802906
2025-04-17,83948.80644802906
2025-04-18,83948.80644802906
2025-04-21,83948.80644802906
2025-04-22,83948.80644802906
2025-04-23,83948.80644802906
2025-04-24,83948.80644802906
2025-04-25,83948.80644802906
2025-04-28,83948.80644802906
2025-04-29,83948.80644802906
2025-04-30,83948.80644802906
2025-05-01,83948.80644802906
2025-05-02,83948.80644802906
2025-05-05,83948.80644802906
2025-05-06,83948.80644802906
2025-05-07,83948.80644802906
2025-05-08,83948.80644802906
2025-05-09,83948.80644802906
2025-05-12,83948.80644802906
2025-05-13,83948.80644802906
2025-05-14,83948.80644802906
2025-05-15,83948.80644802906
2025-05-16,83948.80644802906
2025-05-19,83948.80644802906
2025-05-20,83948.80644802906
2025-05-21,83948.80644802906
2025-05-22,83948.80644802906
2025-05-23,83948.80644802906
2025-05-26,83948.80644802906
2025-05-27,83948.80644802906
2025-05-28,83948.80644802906
2025-05-29,83948.80644802906
2025-05-30,83948.80644802906
2025-06-02,83948.80644802906
2025-06-03,83948.80644802906
2025-06-04,83948.80644802906
2025-06-05,83948.80644802906
2025-06-06,83948.80644802906
2025-06-09,83948.80644802906
2025-06-10,83948.80644802906
2025-06-11,83948.80644802906
2025-06-12,83948.80644802906
2025-06-13,83948.80644802906
2025-06-16,83948.80644802906
2025-06-17,83948.80644802906
2025-06-18,83948.80644802906
2025-06-19,83948.80644802906
2025-06-20,83948.80644802906
2025-06-23,83948.80644802906
2025-06-24,83948.80644802906
2025-06-25,83948.80644802906
2025-06-26,83948.80644802906
2025-06-27,83948.80644802906
2025-06-30,83948.80644802906
2025-07-01,83948.80644802906
2025-07-02,83948.80644802906
2025-07-03,83948.80644802906
2025-07-04,83948.80644802906
2025-07-07,83948.80644802906
2025-07-08,83948.80644802906
2025-07-09,83948.80644802906
2025-07-10,83948.80644802906
2025-07-11,83948.80644802906
2025-07-14,83948.80644802906
2025-07-15,83948.80644802906
2025-07-16,83948.80644802906
2025-07-17,83948.80644802906
2025-07-18,83948.80644802906
2025-07-21,83511.94381268321
2025-07-22,83511.94381268321
2025-07-23,83511.94381268321
2025-07-24,83511.94381268321
2025-07-25,83511.94381268321
2025-07-28,83511.94381268321
2025-07-29,83511.94381268321
2025-07-30,83511.94381268321
2025-07-31,83511.94381268321
2025-08-01,83511.94381268321
2025-08-04,83511.94381268321
2025-08-05,83511.94381268321
2025-08-06,83511.94381268321
2025-08-07,83511.94381268321
2025-08-08,83511.94381268321
2025-08-11,83511.94381268321
2025-08-12,83511.94381268321
2025-08-13,83511.94381268321
2025-08-14,83511.94381268321
2025-08-15,83511.94381268321
2025-08-18,83511.94381268321
2025-08-19,83511.94381268321
2025-08-20,83511.94381268321
2025-08-21,83511.94381268321
2025-08-22,83511.94381268321
2025-08-25,83511.94381268321
2025-08-26,83511.94381268321
2025-08-27,83511.94381268321
